species,symmetry_flag,height_index,agility_score,coordination_Y,diet_signal_2,diet_signal_1,limb_ratio_B,dance_style,metabolic_balance,limb_ratio_A,behavioral_switch,bone_density,power_index,ancestral_code,coordination_X
Student,False,100.08132,-0.16188,0.35691,3.10717,11.89715,200.13279,Polkagris,-91.22748,-0.71389,1,-100.59857,450.10733,CLAN_01669,-1.18524
Student,False,100.19569,-0.04539,0.71257,3.27494,10.48933,200.24950,Polkagris,-91.44974,-0.67666,1,-103.53900,449.20896,CLAN_08874,1.54160
Student,False,99.93525,-0.16336,-0.09314,1.85859,12.35879,199.98671,Slängpolskorgris,-90.41502,-0.66570,0,-101.47323,448.93964,CLAN_04102,0.01377
Vampire,True,100.89231,-0.44399,2.02717,-2.53224,,200.97052,Polkagris,-95.00147,-0.65929,1,-99.10194,454.91057,CLAN_06562,-0.09595
Student,False,100.61843,0.91661,-0.88181,1.94852,11.35836,200.65793,Polkagris,-91.21766,-0.70406,0,-101.75408,452.21509,CLAN_10806,0.28425
Vampire,False,98.84564,-0.26731,-1.00277,-2.14880,,198.92560,Hambogris,-90.43256,-0.69184,0,-101.15918,443.64863,CLAN_07942,-0.72133
Giant,False,99.54398,0.34197,2.14876,-1.78089,10.76902,199.60415,Slängpolskorgris,-87.45536,-0.67439,1,-102.59958,446.42010,CLAN_03371,-1.03498
Giant,True,100.06288,0.25903,-0.38331,-0.97012,10.17299,200.10340,Polkagris,-94.45015,-0.69194,0,-101.22309,449.70284,CLAN_09621,-0.67677
Student,True,98.51303,-1.59978,0.73983,0.44668,12.23150,198.55826,Hambogris,-90.16512,-0.69026,0,-96.80211,444.16410,CLAN_02078,1.27960
Vampire,True,98.53279,1.40300,-3.15776,-2.77992,,198.60847,Hambogris,-89.25529,-0.69309,1,-98.28754,443.52018,CLAN_04362,3.42663
Vampire,False,99.95912,0.43380,1.48830,-2.46796,10.08071,200.03542,Slängpolskorgris,-88.30338,-0.70254,1,-102.50133,448.54494,CLAN_09211,-3.27116
Vampire,False,100.46974,-0.55558,-1.90324,-0.87741,,200.54621,Polkagris,-92.47760,-0.67784,1,-100.74373,451.97683,CLAN_08448,-0.49020
Vampire,True,100.55872,-0.51762,0.80398,-3.40885,,200.63923,Polkagris,-93.69265,-0.68217,1,-101.63832,451.97446,CLAN_04426,-0.50518
Vampire,False,100.39382,-0.89946,-0.27442,-1.91070,,200.46254,Polkagris,-91.95193,-0.66995,1,-98.16418,452.88702,CLAN_06393,0.67475
Giant,False,98.91249,-0.34875,-4.09080,-3.51082,8.83612,198.96383,Hambogris,-89.77442,-0.69469,0,-100.00328,444.56082,CLAN_00576,-2.89717
Student,False,100.25250,-1.11459,-1.35269,1.52702,10.39259,200.31428,Polkagris,-90.66903,-0.66350,1,-101.64744,450.43879,CLAN_03923,-0.54400
Giant,True,99.44778,0.48529,-1.60658,-0.37141,12.54351,199.50386,Slängpolskorgris,-89.97448,-0.67291,1,-99.31236,447.58272,CLAN_08111,-3.53069
Student,False,100.53442,0.61597,0.61223,3.75589,10.06907,200.60248,Polkagris,-91.51171,-0.70692,0,-101.81987,451.76216,CLAN_04831,-1.04684
Vampire,True,100.74941,0.16164,-1.19612,-1.69734,,200.82648,Polkagris,-91.73470,-0.67970,0,-103.80260,451.84576,CLAN_08003,0.03764
Vampire,False,100.66591,0.80440,-2.77649,-2.04923,10.66259,200.74249,Polkagris,-91.51540,-0.68826,0,-104.33511,451.16199,CLAN_08738,1.37414
Student,True,100.31838,0.66774,0.22530,2.37402,12.20607,200.37177,Polkagris,-89.65533,-0.65057,0,-104.94794,449.11794,CLAN_04599,0.48058
Vampire,False,99.62684,-0.23957,-0.13087,-1.16281,10.03368,199.70611,Slängpolskorgris,-91.05290,-0.69874,0,-95.85851,450.20493,CLAN_07655,-0.07438
Student,True,100.55826,1.30723,0.60662,1.68304,9.38598,200.62257,Polkagris,-89.93608,-0.70034,0,-99.76441,452.90909,CLAN_07570,-0.51733
Vampire,False,101.11462,0.02169,-0.44920,-1.05582,12.11912,201.19054,Schottisgris,-92.46929,-0.66108,0,-99.91371,455.61624,CLAN_04460,-0.72041
Student,True,98.68635,-0.53214,0.38812,2.10881,12.34190,198.75864,Hambogris,-91.98232,-0.70703,0,-99.12754,443.86797,CLAN_08126,-0.42822
Vampire,True,101.34532,-0.41772,-1.57339,-1.98682,,201.42097,Schottisgris,-91.08012,-0.67607,1,-103.75293,454.85013,CLAN_10706,0.03263
Student,True,100.02039,-0.42405,0.23996,3.85895,9.82572,200.08831,Polkagris,-92.43420,-0.69453,1,-96.81052,451.69667,CLAN_05573,0.77409
Giant,False,100.84544,0.43950,1.58396,1.17009,10.45269,200.89891,Polkagris,-91.25394,-0.68323,0,-102.80171,452.82636,CLAN_08288,2.55147
Vampire,False,100.32477,-0.08228,0.91483,-3.00085,12.17361,200.39835,Polkagris,-89.57840,-0.69502,1,-102.70124,450.27324,CLAN_01821,0.31079
Giant,False,99.46704,-0.34318,1.35619,-0.26502,13.24229,199.51709,Slängpolskorgris,-91.49524,-0.70835,0,-100.42348,447.12344,CLAN_05822,0.60183
Student,False,100.21570,1.38767,-0.43364,0.31375,9.85390,200.27422,Polkagris,-93.48439,-0.69043,0,-100.32742,450.91480,CLAN_07818,0.60327
Vampire,True,100.34782,-0.20282,-2.02428,-3.10010,,200.41921,Polkagris,-91.33432,-0.67355,1,-99.02334,452.22745,CLAN_06338,2.00953
Vampire,True,100.30038,0.85863,-1.97430,-0.96072,10.67470,200.38764,Polkagris,-91.68358,-0.68859,0,-102.29148,450.35618,CLAN_05290,1.84650
Vampire,False,100.64596,-0.00503,-0.96273,-2.54884,,200.72894,Polkagris,-87.92573,-0.68095,1,-101.96261,452.24849,CLAN_09704,1.51972
Student,True,100.13817,-1.08925,0.01323,0.91260,9.67931,200.20851,Polkagris,-90.05839,-0.71099,1,-98.85404,451.26381,CLAN_10010,0.51289
Giant,True,99.43051,-0.31023,1.32248,-1.11046,13.20056,199.49910,Slängpolskorgris,-86.47324,-0.67817,0,-104.80603,444.74954,CLAN_03388,-0.81959
Giant,False,99.51482,0.28965,-1.23073,0.14894,13.32635,199.55836,Slängpolskorgris,-88.42789,-0.69570,1,-102.37848,446.38487,CLAN_09346,0.08284
Student,True,100.96057,0.43371,-1.06375,2.73501,11.57749,201.02545,Polkagris,-92.50992,-0.70702,0,-102.76756,453.41905,CLAN_10946,-0.73268
Vampire,True,100.32450,0.30384,1.94662,-6.12160,,200.39044,Polkagris,-88.82857,-0.66448,0,-98.17655,452.53424,CLAN_10561,0.13282
Student,False,99.22335,-0.37550,-0.23810,0.94945,9.27760,199.25967,Slängpolskorgris,-91.11797,-0.68955,0,-99.43251,446.40048,CLAN_08708,-0.13864
Giant,True,98.20134,-0.12775,-0.27830,-2.47177,10.53396,198.26044,Hambogris,-91.59726,-0.68612,0,-96.25033,442.88152,CLAN_08886,-0.18655
Giant,True,100.01571,-0.01130,-1.46472,-1.52980,10.96385,200.06490,Polkagris,-92.00985,-0.68189,1,-99.07404,450.54153,CLAN_08778,-0.45717
Giant,False,101.30031,0.61495,1.27270,-2.21001,12.25289,201.36785,Schottisgris,-92.82073,-0.65916,0,-97.20253,457.90026,CLAN_08546,-0.02988
Student,True,99.73889,0.13582,-0.65298,3.07929,9.67583,199.78759,Slängpolskorgris,-93.32630,-0.71126,1,-104.01163,446.68865,CLAN_02471,1.01085
Giant,False,100.74387,-0.47236,1.97593,-2.12534,11.05810,200.81877,Polkagris,-92.81164,-0.66313,1,-100.51987,453.45941,CLAN_02709,-0.25651
Giant,True,99.07400,0.54497,2.25546,-0.33876,11.95214,199.13264,Slängpolskorgris,-91.64591,-0.69039,1,-99.77820,445.48092,CLAN_10662,1.97911
Student,False,100.77050,0.66074,-0.65240,3.54442,10.24797,200.81488,Polkagris,-93.11707,-0.71392,0,-100.27325,453.71588,CLAN_02984,0.87795
Giant,False,101.79074,0.94637,-0.57804,0.02858,13.63061,201.87414,Schottisgris,-92.98902,-0.65277,0,-100.08757,458.90990,CLAN_01697,0.22090
Giant,True,101.09478,1.09997,2.41580,2.51044,8.52484,201.17973,Schottisgris,-92.63263,-0.66192,0,-99.03118,455.95833,CLAN_07057,2.01641
Student,True,100.18635,-0.09221,0.72772,-0.52606,11.48248,200.24863,Polkagris,-91.35290,-0.71796,1,-101.16155,450.35098,CLAN_03701,0.12635
Vampire,True,100.94625,-0.54068,1.19619,1.18172,9.67744,201.03217,Polkagris,-91.19080,-0.68945,1,-102.96741,453.24755,CLAN_00926,-0.48899
Vampire,True,100.02132,-0.74428,0.69225,-2.10678,,200.08963,Polkagris,-90.61378,-0.67430,1,-100.43841,449.88739,CLAN_05924,-0.47229
Vampire,True,100.72098,0.75275,1.00606,-2.72155,,200.80725,Polkagris,-90.30992,-0.68614,0,-100.75869,453.22554,CLAN_05239,-2.68804
Giant,True,100.70345,0.00645,-0.25449,0.12411,7.88167,200.76901,Polkagris,-91.77596,-0.66172,0,-98.40386,454.31531,CLAN_00230,-1.51992
Vampire,True,98.72911,-0.02366,1.75900,-1.50158,,198.81078,Hambogris,-89.38813,-0.66957,0,-97.74669,444.77220,CLAN_05615,0.57641
Giant,True,99.89815,-0.21594,0.80496,-1.12643,10.30602,199.94879,Slängpolskorgris,-92.21546,-0.69888,0,-100.96228,449.00960,CLAN_09277,2.11588
Student,False,99.06535,0.27566,0.04244,3.63781,10.96337,199.11704,Slängpolskorgris,-88.01415,-0.69878,1,-104.23357,443.20995,CLAN_04024,0.08167
Vampire,False,100.77245,0.86369,1.44172,-1.47377,,200.85242,Polkagris,-93.56234,-0.67747,0,-104.28179,451.72137,CLAN_07054,-0.49381
Vampire,False,99.62300,-0.32493,-0.09860,1.30679,,199.68876,Slängpolskorgris,-89.92334,-0.65722,0,-98.53418,448.84789,CLAN_07199,-1.67561
Giant,False,98.70637,-0.23870,-0.93791,0.61813,9.75244,198.79335,Hambogris,-89.44666,-0.63568,0,-99.82314,443.62030,CLAN_02332,-3.17638
Vampire,True,99.35070,0.95665,0.53897,-0.25517,8.43510,199.41591,Slängpolskorgris,-91.52374,-0.66634,1,-98.70604,447.40049,CLAN_08562,-1.27205
Student,False,100.10620,-0.95054,-1.15462,0.59139,11.32859,200.16043,Polkagris,-92.60407,-0.65008,1,-97.86334,451.59933,CLAN_09416,0.14610
Giant,False,99.98040,0.26849,-0.01557,0.75786,10.81984,200.03081,Slängpolskorgris,-91.70565,-0.69008,1,-97.95012,450.92693,CLAN_01668,0.34842
Giant,True,100.21580,0.18309,0.76706,-0.99898,10.80369,200.29698,Polkagris,-93.17114,-0.65664,0,-99.52927,451.31437,CLAN_06017,-0.63947
Vampire,True,99.71222,0.30251,0.99986,-1.07144,,199.79095,Slängpolskorgris,-90.62036,-0.68538,1,-103.97054,446.57581,CLAN_00758,-1.73844
Vampire,False,99.54534,0.75945,0.90884,-1.80407,,199.61730,Slängpolskorgris,-87.99870,-0.65604,1,-97.11480,449.16931,CLAN_02801,-0.17922
Student,False,100.63699,-0.31665,-0.43390,4.02392,10.54102,200.68848,Polkagris,-92.66116,-0.68851,1,-101.29325,452.53832,CLAN_05776,-0.83437
Giant,False,101.04800,0.76839,-0.79726,-1.72275,11.17331,201.10399,Schottisgris,-91.77783,-0.70084,0,-105.08414,452.69793,CLAN_09783,-2.41447
Giant,False,100.39263,-0.43059,0.03309,-0.14780,11.62975,200.45434,Polkagris,-90.80793,-0.67633,1,-100.71370,451.60630,CLAN_06763,-0.02075
Vampire,True,100.54495,0.81470,1.20742,0.46946,,200.62696,Polkagris,-91.98625,-0.69813,0,-102.62649,451.41148,CLAN_08923,1.04332
Vampire,True,99.46391,-0.38139,0.71322,-0.57809,,199.53184,Slängpolskorgris,-91.47123,-0.66794,0,-95.28700,449.67602,CLAN_02052,-1.14348
Vampire,True,98.90851,-0.17571,0.65871,-3.64836,12.69396,198.98440,Hambogris,-90.35353,-0.68306,0,-101.53239,443.77635,CLAN_10822,-1.78989
Student,True,100.12776,-0.36931,0.97302,1.55807,11.93654,200.19245,Polkagris,-91.01003,-0.68043,1,-99.21460,451.03149,CLAN_04471,-0.91969
Giant,False,100.59312,0.85744,0.34159,-0.92055,12.67827,200.67179,Polkagris,-91.56263,-0.66952,0,-103.69889,451.11617,CLAN_05784,-0.63576
Vampire,True,99.54377,-0.20659,-1.41277,-2.64343,,199.60920,Slängpolskorgris,-89.26786,-0.65989,0,-96.75108,449.34331,CLAN_02601,1.00750
Vampire,False,101.96495,-0.19731,-1.57409,-1.20919,,202.03457,Schottisgris,-92.33938,-0.65507,1,-100.70207,459.47371,CLAN_05518,2.42615
Student,False,100.64985,1.02522,0.79713,2.85000,10.96422,200.72215,Polkagris,-90.12498,-0.70210,0,-104.22125,451.13861,CLAN_04286,0.59730
Student,False,101.42941,0.32511,-0.02213,1.70412,10.41463,201.48809,Schottisgris,-94.07911,-0.71659,0,-103.40949,455.44232,CLAN_00563,-0.34413
Giant,True,99.80322,0.59424,1.39172,-0.53821,10.09339,199.88729,Slängpolskorgris,-88.35288,-0.64918,1,-95.93872,451.04673,CLAN_04252,0.11769
Giant,False,101.14541,-0.02696,0.89679,0.24272,13.16059,201.21025,Schottisgris,-92.07750,-0.66802,1,-94.67611,458.38900,CLAN_08569,1.19576
Vampire,True,99.20865,-0.30231,1.14828,-2.77663,,199.28685,Slängpolskorgris,-90.80332,-0.66169,0,-102.10214,444.99216,CLAN_04847,-0.16027
Student,False,98.55406,0.10868,-0.68535,3.61954,9.94302,198.60692,Hambogris,-89.97725,-0.73384,1,-101.42863,442.05600,CLAN_05939,-0.30218
Student,False,100.31970,0.85999,-0.24241,2.87001,9.93756,200.37854,Polkagris,-92.64551,-0.72072,0,-102.14790,450.52454,CLAN_04519,-1.32849
Vampire,True,100.83092,0.00489,0.70228,-2.93333,13.49658,200.90518,Polkagris,-92.13633,-0.69000,0,-97.98480,455.16221,CLAN_10865,-0.40286
Vampire,True,98.98111,-0.39106,-0.84872,0.12865,11.40703,199.05674,Hambogris,-89.25912,-0.65428,0,-95.89504,446.95802,CLAN_05629,-0.69808
Giant,False,98.16738,1.29225,-0.73516,2.26602,7.26889,198.21105,Hambogris,-88.59187,-0.69479,1,-102.91210,439.38086,CLAN_09029,-0.55772
Vampire,True,100.03515,0.22700,-0.00310,-0.03132,11.10296,200.10384,Polkagris,-88.21849,-0.67795,0,-97.22215,451.56470,CLAN_05293,0.70093
Student,True,99.56107,-0.12779,-0.33168,-0.10284,10.65884,199.60677,Slängpolskorgris,-87.46317,-0.66058,0,-95.37760,450.11654,CLAN_09653,0.55875
Vampire,True,98.01295,0.43028,-0.12097,-4.31022,,198.09035,Hambogris,-88.54195,-0.69697,1,-97.96526,441.08213,CLAN_06525,-1.55849
Vampire,True,98.73805,-1.33409,0.33187,-1.16902,,198.80702,Hambogris,-89.53910,-0.66052,0,-95.14197,446.11927,CLAN_08026,-1.67714
Giant,False,98.76676,-0.95139,1.68870,-1.33547,10.71226,198.81796,Hambogris,-89.07554,-0.70403,0,-99.68583,443.99089,CLAN_10036,0.68328
Vampire,False,100.00171,-0.01865,-0.17604,-1.86430,11.08439,200.07995,Polkagris,-89.97215,-0.69161,1,-97.87823,451.06944,CLAN_02812,-2.12470
Giant,False,101.23301,-1.12093,2.12620,-1.02726,12.63656,201.29876,Schottisgris,-90.76868,-0.65900,1,-102.97057,454.67976,CLAN_00218,-0.39814
Vampire,False,99.61211,-0.05291,1.00398,-3.05019,11.99800,199.69182,Slängpolskorgris,-91.16159,-0.68122,0,-98.25496,448.93308,CLAN_10452,0.88150
Giant,False,99.84590,-0.02996,-0.72119,-2.87921,12.97653,199.93590,Slängpolskorgris,-88.84284,-0.64695,0,-93.44360,452.50771,CLAN_06574,1.22953
Vampire,False,100.70269,-0.84311,-0.72760,-1.97591,,200.77213,Polkagris,-89.79671,-0.66001,1,-101.23408,452.89642,CLAN_09574,-0.60237
Student,True,101.15174,0.54251,-1.11053,4.52886,10.03569,201.19857,Schottisgris,-93.80280,-0.68030,0,-102.58174,454.46783,CLAN_08771,0.56121
Giant,True,100.07828,-0.31243,1.57936,-1.47586,10.69659,200.14338,Polkagris,-90.70498,-0.67874,1,-99.77778,450.50251,CLAN_00850,-0.60051
Student,False,100.64933,0.14424,0.19930,0.03211,9.85032,200.70518,Polkagris,-90.90419,-0.66759,0,-99.12752,453.68287,CLAN_04162,0.31092
Giant,True,100.64019,-0.21745,0.30637,-2.45219,11.32290,200.70305,Polkagris,-94.45851,-0.66710,1,-96.86938,454.76624,CLAN_03167,-1.82437
Student,True,101.35878,-0.06070,1.25416,0.48197,9.22035,201.42823,Schottisgris,-91.77831,-0.69578,1,-95.84792,458.86992,CLAN_01422,1.28684
Giant,False,101.55079,1.23986,-1.54448,-0.82415,11.50024,201.61409,Schottisgris,-91.80493,-0.66204,0,-99.07959,458.21417,CLAN_10402,-1.16040
Vampire,True,100.06265,1.01749,0.55049,-2.23849,,200.14017,Polkagris,-92.47580,-0.65961,0,-98.72353,450.95150,CLAN_04665,0.49108
Student,True,100.64118,0.04607,-0.25519,3.14394,10.75307,200.69715,Polkagris,-91.69327,-0.66473,0,-106.04550,450.18314,CLAN_04678,0.65020
Student,False,98.55933,0.97272,0.48093,1.54732,9.62708,198.59422,Hambogris,-90.24985,-0.69809,1,-98.33212,443.63058,CLAN_01863,0.33205
Student,True,100.40122,-0.51835,0.99785,2.37534,10.18202,200.46033,Polkagris,-91.75391,-0.69568,1,-100.45817,451.77699,CLAN_08654,-0.24505
Giant,False,99.72368,-0.73382,-0.99115,-0.61754,11.56553,199.78009,Slängpolskorgris,-91.29463,-0.69433,0,-99.98487,448.62599,CLAN_06400,-1.17339
Vampire,False,100.97010,-0.02562,0.06828,0.12439,8.96882,201.03994,Polkagris,-90.85138,-0.68018,1,-99.64738,455.02679,CLAN_09550,1.33841
Student,False,98.43829,-0.40542,0.82837,3.51058,11.09442,198.50372,Hambogris,-90.20943,-0.70455,0,-96.71622,443.83333,CLAN_00438,0.61970
Giant,True,100.87500,-0.40511,-0.39540,-1.33123,12.12352,200.95562,Polkagris,-92.19015,-0.65551,1,-104.05922,452.34539,CLAN_01309,0.52812
Vampire,False,98.64260,-0.56471,2.35699,-3.24940,10.84700,198.72059,Hambogris,-89.34512,-0.66233,0,-96.81052,444.80772,CLAN_05803,1.14788
Student,False,100.02913,-1.56813,0.48848,4.09456,11.53125,200.08119,Polkagris,-87.44887,-0.68468,1,-96.41897,451.93617,CLAN_09113,1.05254
Vampire,True,99.87105,0.05012,-0.72589,-2.94375,,199.94664,Slängpolskorgris,-89.52040,-0.64879,1,-96.92120,450.89466,CLAN_04082,-2.05884
Vampire,True,99.49533,0.52037,1.95199,-4.27739,,199.58166,Slängpolskorgris,-89.84808,-0.69205,1,-100.95671,446.99827,CLAN_05459,0.66085
Vampire,True,99.82741,0.53982,-3.65407,-4.37777,,199.90873,Slängpolskorgris,-88.73883,-0.67313,1,-101.56279,448.35567,CLAN_04131,1.47595
Student,False,100.04008,0.05174,-1.13897,2.22482,10.39014,200.07557,Polkagris,-89.36187,-0.68789,0,-99.62664,450.38707,CLAN_10612,-0.54549
Giant,True,99.90107,-0.01594,0.42345,-1.08093,13.02117,199.97228,Slängpolskorgris,-92.00793,-0.66645,0,-98.07032,450.47017,CLAN_01343,1.04381
Student,True,101.25907,-0.31101,0.24745,1.42279,12.39990,201.31226,Schottisgris,-93.80487,-0.69207,1,-100.63889,455.97591,CLAN_09938,-0.36689
Giant,True,100.04863,-1.22622,0.13448,0.24810,12.38978,200.10688,Polkagris,-90.93642,-0.67772,1,-95.47505,452.50561,CLAN_03493,-0.39104
Vampire,False,99.95702,-0.47445,0.50742,-0.32525,,200.04203,Slängpolskorgris,-91.23365,-0.68513,0,-99.34993,450.11016,CLAN_07023,-0.43102
Giant,True,100.83679,-0.34936,1.07730,-0.83528,11.89228,200.90808,Polkagris,-93.44103,-0.67864,1,-98.69258,454.83764,CLAN_01164,1.30627
Vampire,True,99.59039,-0.34320,-1.35160,-0.45999,,199.66901,Slängpolskorgris,-90.28239,-0.68213,0,-97.98611,448.95889,CLAN_04498,1.29375
Giant,False,100.12511,0.22134,0.02853,-0.30034,10.93875,200.16814,Polkagris,-90.48220,-0.69805,0,-99.50986,450.87063,CLAN_07207,0.23389
Vampire,True,99.32861,-0.44761,-3.03207,-3.52397,,199.41430,Slängpolskorgris,-92.49622,-0.68610,0,-99.69645,446.79484,CLAN_09109,0.98176
Giant,False,101.92052,0.89259,0.35814,-1.37859,12.16715,201.97368,Schottisgris,-94.71742,-0.67721,0,-100.19981,459.50270,CLAN_07318,-0.95987
Student,False,99.82703,-0.37035,0.20895,-1.28867,10.29927,199.88700,Slängpolskorgris,-91.61168,-0.66987,0,-107.09678,445.58676,CLAN_10701,0.40426
Giant,False,100.90801,-0.21253,-1.39170,0.95876,9.07740,200.95951,Polkagris,-89.62864,-0.68122,1,-102.53932,453.27040,CLAN_10910,-0.10068
Giant,True,102.06380,1.00540,-1.84463,-1.89765,13.45094,202.14485,Polskorgris,-94.43023,-0.64454,0,-101.18669,459.72563,CLAN_07867,-4.15446
Giant,True,99.51016,-0.19956,-0.00153,-1.67819,12.38726,199.58773,Slängpolskorgris,-92.84025,-0.65722,0,-102.59904,446.25126,CLAN_03753,-0.44326
Vampire,False,100.05983,-0.02909,1.93468,-3.53891,,200.13847,Polkagris,-86.82433,-0.70251,1,-101.35906,449.61963,CLAN_02931,-0.65243
Student,True,99.42556,-0.13008,-1.03771,1.05461,12.18428,199.45758,Slängpolskorgris,-92.51257,-0.67780,0,-102.47540,445.89011,CLAN_01769,-0.46919
Giant,False,101.28236,0.81603,-0.00932,-2.56185,13.97003,201.34964,Schottisgris,-92.26764,-0.67273,0,-99.72598,456.54880,CLAN_06240,-0.29299
Vampire,False,101.03838,-0.54917,-1.02654,-3.10354,12.04816,201.12342,Schottisgris,-91.02486,-0.68299,1,-98.20587,456.08896,CLAN_01376,1.52780
Vampire,True,102.26455,0.63465,-1.19116,-1.79541,10.85109,202.32994,Polskorgris,-89.15127,-0.66673,0,-97.16479,462.74035,CLAN_03297,2.38009
Student,True,99.41145,0.27664,1.55976,2.43542,10.14592,199.46684,Slängpolskorgris,-92.41777,-0.70082,1,-103.25853,445.42797,CLAN_06748,-0.24259
Vampire,False,98.34247,0.74289,0.41185,-0.74889,,198.42139,Hambogris,-89.75945,-0.66676,1,-97.00696,443.20886,CLAN_08022,-0.26892
Student,True,100.27750,-0.70196,0.36500,1.52602,9.42795,200.33878,Polkagris,-87.51363,-0.68711,1,-100.31582,451.22961,CLAN_08811,0.65108
Vampire,True,101.50156,-0.94656,-0.81281,-0.76226,10.16281,201.57386,Schottisgris,-91.95186,-0.68466,1,-100.34272,457.33646,CLAN_10852,-0.36685
Student,True,101.45909,0.42833,-0.13890,1.10447,9.52276,201.50116,Schottisgris,-91.98991,-0.67055,0,-98.64872,457.97108,CLAN_04833,-1.18579
Giant,False,98.41672,-1.39063,1.17054,-1.20586,15.41672,198.47012,Hambogris,-88.89210,-0.69939,0,-102.04324,441.06198,CLAN_03155,0.15292
Giant,True,100.68148,0.33748,-3.98538,1.84133,10.41026,200.76905,Polkagris,-89.74591,-0.64373,0,-94.32388,456.24548,CLAN_06332,-1.11352
Student,False,100.67990,1.14735,0.70089,-0.92295,10.80955,200.75147,Polkagris,-89.86365,-0.70081,0,-98.87639,453.96129,CLAN_04075,1.29941
Student,False,101.62931,0.06010,1.25246,4.15242,12.04689,201.67872,Schottisgris,-92.84324,-0.68973,0,-105.96338,455.16486,CLAN_07758,0.43650
Student,False,100.86719,0.63975,0.31292,-3.02139,10.79823,200.93144,Polkagris,-90.52335,-0.70452,0,-98.38488,455.14348,CLAN_01183,0.07103
Giant,False,99.74043,0.70711,-0.94334,-1.84186,12.46888,199.79098,Slängpolskorgris,-91.11363,-0.69453,1,-101.98213,447.71108,CLAN_04933,0.87367
Student,True,98.94401,-1.00035,-1.40938,1.21219,10.26349,198.99073,Hambogris,-91.50857,-0.66199,0,-97.46423,445.98792,CLAN_02990,-0.21997
Giant,False,99.28588,-0.97211,2.91900,-0.57418,13.27757,199.33338,Slängpolskorgris,-90.90664,-0.69191,0,-95.06282,448.89797,CLAN_00272,0.06582
Giant,True,99.58581,-0.22793,0.09970,-1.24431,11.35904,199.65490,Slängpolskorgris,-88.61850,-0.66765,0,-94.68663,450.58571,CLAN_00449,-2.58034
Giant,True,100.37178,0.89709,0.28134,-0.67722,10.21963,200.44684,Polkagris,-91.39510,-0.66157,0,-100.32845,451.69469,CLAN_05007,0.86163
Vampire,False,100.59994,0.50618,-0.41729,-2.89955,,200.67738,Polkagris,-90.95424,-0.66308,0,-102.38279,451.80830,CLAN_06183,-1.15797
Giant,False,101.14823,-0.56878,-0.09835,1.63450,13.15221,201.20771,Schottisgris,-92.21072,-0.67790,1,-101.42112,455.03059,CLAN_10104,0.57472
Vampire,True,99.42128,0.53504,1.56993,-2.89801,,199.50040,Slängpolskorgris,-89.49914,-0.68035,1,-99.10974,447.55152,CLAN_03949,0.77302
Vampire,False,98.61237,0.77775,-1.40402,-3.85481,,198.68677,Hambogris,-90.13562,-0.65055,1,-91.60563,447.25902,CLAN_02313,-0.27782
Vampire,True,98.89305,-0.41546,0.86735,-1.19091,,198.97686,Hambogris,-86.88138,-0.68682,0,-101.41600,443.75725,CLAN_10740,-2.56282
Student,False,99.62035,-0.93164,0.05347,3.19958,12.59149,199.66802,Slängpolskorgris,-88.74646,-0.67918,0,-97.10689,449.54830,CLAN_01836,0.75024
Vampire,False,101.07803,-0.23827,1.16753,-4.00978,,201.16317,Schottisgris,-91.65574,-0.68958,1,-96.85020,456.96506,CLAN_04306,-1.24658
Vampire,False,100.06403,-0.56927,0.38109,-3.63517,,200.14524,Polkagris,-93.01728,-0.69436,1,-104.00682,448.31676,CLAN_05979,1.03374
Giant,True,98.46475,-0.58975,-0.03308,-0.50431,14.62793,198.53041,Hambogris,-92.26817,-0.66496,0,-97.47493,443.58629,CLAN_00927,-0.53135
Giant,False,100.73156,-0.41249,-0.38373,-0.55661,10.09321,200.79412,Polkagris,-89.89076,-0.67032,1,-101.82331,452.74617,CLAN_06291,1.78935
Vampire,False,98.67021,-1.24484,0.53126,-4.32814,,198.75391,Hambogris,-88.39193,-0.68318,0,-98.40110,444.15050,CLAN_03193,-0.85315
Student,True,99.47217,-0.11065,-1.13412,-0.20061,10.08242,199.52487,Slängpolskorgris,-93.03600,-0.67929,0,-90.42145,452.15011,CLAN_08484,-0.09204
Vampire,False,99.13518,-0.43419,2.59287,-0.42678,,199.20237,Slängpolskorgris,-89.53240,-0.67043,0,-91.70982,449.82099,CLAN_00772,-1.38124
Giant,False,101.55861,0.21982,-1.92946,0.12178,13.76952,201.61554,Schottisgris,-92.86786,-0.69279,0,-95.94666,459.81972,CLAN_09129,-2.94784
Giant,True,100.37733,-0.25705,-1.80245,-0.23367,11.35487,200.43638,Polkagris,-91.04514,-0.69115,1,-97.07321,453.35006,CLAN_09656,-0.97801
Student,True,101.73912,-0.26318,-1.68941,0.37244,10.47645,201.79732,Schottisgris,-95.17795,-0.67995,1,-101.10535,458.14295,CLAN_09371,-0.42408
